DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq21.2,X,86556677,CHM,DACH2,,,ENSG00000126733,,,rs5922261-?,rs5922261,0,5922261,intron_variant,0,NR,6.00E-06,5.22184875,(SM 24:1),0.13623297,[0.077-0.195] unit increase,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq22.3,X,106032618,NRK,SERPINA7,,,ENSG00000123561,,,rs7883218-?,rs7883218,0,7883218,3_prime_UTR_variant,0,NR,1.00E-20,20,(thyroxine),0.39482498,[0.31-0.48] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq22.3,X,105907672,SERPINA7,NRK,,,ENSG00000123572,,,rs5962597-?,rs5962597,0,5962597,3_prime_UTR_variant,0,NR,6.00E-14,13.22184875,(thyroxine),0.40277192,[0.3-0.51] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq22.3,X,105752161,NRK,IL1RAPL2,,,ENSG00000189108,,,rs9887672-?,rs9887672,0,9887672,intron_variant,0,NR,5.00E-12,11.30103,(thyroxine),0.34430155,[0.25-0.44] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq22.3,X,106212784,SERPINA7,PWWP3B - AL133271.1,ENSG00000157502,ENSG00000256709,,3828,114750,rs17332376-?,rs17332376,0,17332376,intergenic_variant,1,NR,6.00E-11,10.22184875,(thyroxine),0.53963107,[0.38-0.7] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xp22.31,X,9291351,FAM9B,FAM9B,,,ENSG00000177138,,,rs12851939-?,rs12851939,0,12851939,intron_variant,0,NR,2.00E-07,6.698970004,(thyroxine),0.43428743,[0.27-0.6] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq27.3,X,146929597,FMR1NB,CXorf51A - Z99497.1,ENSG00000224440,ENSG00000225660,,114871,25478,rs5905109-?,rs5905109,0,5905109,intergenic_variant,1,NR,1.00E-06,6,(thyroxine),1.083292,[0.65-1.52] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq22.3,X,105554463,NRK,IL1RAPL2,,,ENSG00000189108,,,rs721953-?,rs721953,0,721953,intron_variant,0,NR,1.00E-06,6,(thyroxine),0.22488202,[0.13-0.32] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq22.1,X,102197253,NXF2B,TCP11X3P - TCP11X1,ENSG00000251525,ENSG00000268235,,12232,18048,rs5945056-?,rs5945056,0,5945056,intergenic_variant,1,NR,2.00E-06,5.698970004,(DAG 36:2),0.3648289,[0.21-0.52] unit increase,Affymetrix [at least 2500000] (imputed),N
9/27/12,22808956,Lyons PA,7/19/12,N Engl J Med,www.ncbi.nlm.nih.gov/pubmed/22808956,Genetically distinct subsets within ANCA-associated vasculitis.,Antineutrophil cytoplasmic antibody-associated vasculitis,"914 European ancestry cases, 5,259 European ancestry controls","1,454 European ancestry cases, 1,666 European ancestry controls",Xp22.32,X,5266661,intergenic,MTCYBP12 - AC112656.1,ENSG00000226313,ENSG00000238193,,96016,39053,rs6638512-?,rs6638512,0,6638512,intergenic_variant,1,NR,2.00E-25,24.69897,,,,Affymetrix [NR],N
9/27/12,22808956,Lyons PA,7/19/12,N Engl J Med,www.ncbi.nlm.nih.gov/pubmed/22808956,Genetically distinct subsets within ANCA-associated vasculitis.,Antineutrophil cytoplasmic antibody-associated vasculitis,"914 European ancestry cases, 5,259 European ancestry controls","1,454 European ancestry cases, 1,666 European ancestry controls",Xq24,X,120733621,intergenic,AC011890.1 - PA2G4P1,ENSG00000181511,ENSG00000237828,,225,134990,rs1972809-?,rs1972809,0,1972809,regulatory_region_variant,1,NR,1.00E-24,24,,1.28,[NR],Affymetrix [NR],N
9/27/12,22808956,Lyons PA,7/19/12,N Engl J Med,www.ncbi.nlm.nih.gov/pubmed/22808956,Genetically distinct subsets within ANCA-associated vasculitis.,Antineutrophil cytoplasmic antibody-associated vasculitis,"914 European ancestry cases, 5,259 European ancestry controls","1,454 European ancestry cases, 1,666 European ancestry controls",Xq21.31,X,89275066,CPXCR1,AL731768.1 - SRIP2,ENSG00000270745,ENSG00000224065,,292713,92369,rs5941160-?,rs5941160,0,5941160,intergenic_variant,1,NR,2.00E-20,19.69897,,,,Affymetrix [NR],N
9/27/12,22808956,Lyons PA,7/19/12,N Engl J Med,www.ncbi.nlm.nih.gov/pubmed/22808956,Genetically distinct subsets within ANCA-associated vasculitis.,Antineutrophil cytoplasmic antibody-associated vasculitis,"914 European ancestry cases, 5,259 European ancestry controls","1,454 European ancestry cases, 1,666 European ancestry controls",Xq21.31,X,90549128,TGIF2LX,UBE2V1P9 - RNU6-555P,ENSG00000229667,ENSG00000207515,,259225,48107,rs2755459-?,rs2755459,0,2755459,intergenic_variant,1,NR,9.00E-14,13.04575749,,1.67,[NR],Affymetrix [NR],N
9/27/12,22808956,Lyons PA,7/19/12,N Engl J Med,www.ncbi.nlm.nih.gov/pubmed/22808956,Genetically distinct subsets within ANCA-associated vasculitis.,Antineutrophil cytoplasmic antibody-associated vasculitis,"914 European ancestry cases, 5,259 European ancestry controls","1,454 European ancestry cases, 1,666 European ancestry controls",Xq27.2,X,142272785,MAGEC2,AL031073.2,,,ENSG00000288098,,,rs5954596-?,rs5954596,0,5954596,intron_variant,0,NR,5.00E-09,8.301029996,,,,Affymetrix [NR],N
9/27/12,22808956,Lyons PA,7/19/12,N Engl J Med,www.ncbi.nlm.nih.gov/pubmed/22808956,Genetically distinct subsets within ANCA-associated vasculitis.,Antineutrophil cytoplasmic antibody-associated vasculitis,"914 European ancestry cases, 5,259 European ancestry controls","1,454 European ancestry cases, 1,666 European ancestry controls",Xq21.31,X,91557719,"PCDH11X, PABPC5, PCDH11Y",PABPC5 - SERBP1P4,ENSG00000174740,ENSG00000230275,,119135,2717,rs6618677-?,rs6618677,0,6618677,intergenic_variant,1,NR,4.00E-08,7.397940009,,1.43,[NR],Affymetrix [NR],N
9/27/12,22808956,Lyons PA,7/19/12,N Engl J Med,www.ncbi.nlm.nih.gov/pubmed/22808956,Genetically distinct subsets within ANCA-associated vasculitis.,Antineutrophil cytoplasmic antibody-associated vasculitis,"914 European ancestry cases, 5,259 European ancestry controls","1,454 European ancestry cases, 1,666 European ancestry controls",Xq28,X,155005499,F8,F8,,,ENSG00000185010,,,rs17281398-?,rs17281398,0,17281398,intron_variant,0,NR,4.00E-07,6.397940009,,,,Affymetrix [NR],N
9/27/12,22808956,Lyons PA,7/19/12,N Engl J Med,www.ncbi.nlm.nih.gov/pubmed/22808956,Genetically distinct subsets within ANCA-associated vasculitis.,Antineutrophil cytoplasmic antibody-associated vasculitis,"914 European ancestry cases, 5,259 European ancestry controls","1,454 European ancestry cases, 1,666 European ancestry controls",Xp22.33,X,3492628,MXRA5,ASS1P4 - SNORA48B,ENSG00000213487,ENSG00000212214,,124246,39489,rs7059886-?,rs7059886,0,7059886,intergenic_variant,1,NR,1.00E-06,6,,1.16,[NR],Affymetrix [NR],N
9/27/12,22808956,Lyons PA,7/19/12,N Engl J Med,www.ncbi.nlm.nih.gov/pubmed/22808956,Genetically distinct subsets within ANCA-associated vasculitis.,Antineutrophil cytoplasmic antibody-associated vasculitis,"914 European ancestry cases, 5,259 European ancestry controls","1,454 European ancestry cases, 1,666 European ancestry controls",Xq27.3,X,147961254,"FMR1, FMR1NB",FMR1 - FMR1NB,ENSG00000102081,ENSG00000176988,,10129,20083,rs5904818-?,rs5904818,0,5904818,intergenic_variant,1,NR,2.00E-08,7.698970004,,,,Affymetrix [NR],N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xp11.4,X,40206531,ATP6AP2,BCOR - AC091806.1,ENSG00000183337,ENSG00000236393,,29202,56386,rs5963756-?,rs5963756,0,5963756,intergenic_variant,1,NR,2.00E-06,5.698970004,(TAG 56:9),0.2798664,[0.16-0.4] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq27.3,X,144781739,UBE2NL,RRM2P4 - HNRNPCP10,ENSG00000235598,ENSG00000215054,,472046,59038,rs5919988-?,rs5919988,0,5919988,intergenic_variant,1,NR,4.00E-06,5.397940009,(indole-3-propionate),0.15222594,[0.088-0.217] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xp21.1,X,32208964,FTHL17,DMD,,,ENSG00000198947,,,rs2685902-?,rs2685902,0,2685902,intron_variant,0,NR,2.00E-07,6.698970004,(inosine),0.19914211,[0.12-0.27] unit increase,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq27.2,X,142030105,MAGEC3,AL031073.2,,,ENSG00000288098,,,rs12689213-?,rs12689213,1,10081890,intron_variant,0,NR,8.00E-06,5.096910013,(TAG 56:5),0.28920963,[0.16-0.42] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq21.31,X,87264656,DACH2,AL590229.1 - Z96811.1,ENSG00000200422,ENSG00000230478,,117852,160927,rs12015096-?,rs12015096,0,12015096,intergenic_variant,1,NR,2.00E-06,5.698970004,(TAG 56:6),0.4456535,[0.26-0.63] unit increase,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xp22.12,X,19388001,PDHA1,MAP3K15,,,ENSG00000180815,,,rs1390170-?,rs1390170,0,1390170,intron_variant,0,NR,3.00E-06,5.522878745,(TAG 56:3),0.5361339,[0.31-0.76] unit increase,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq27.2,X,142030105,MAGEC3,AL031073.2,,,ENSG00000288098,,,rs12689213-?,rs12689213,1,10081890,intron_variant,0,NR,4.00E-06,5.397940009,(TAG 56:4),0.3017132,[0.17-0.43] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xp22.2,X,12445573,PRPS2,FRMPD4,,,ENSG00000169933,,,rs5935344-?,rs5935344,0,5935344,intron_variant,0,NR,7.00E-06,5.15490196,(PC 38:4),0.14145471,[0.08-0.203] unit increase,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xp22.11,X,23773407,ACOT9,AC131011.2,,,ENSG00000233785,,,rs5970795-?,rs5970795,0,5970795,non_coding_transcript_exon_variant,0,NR,5.00E-07,6.301029996,(ribose 5 P; ribulose 5 P),0.2561331,[0.16-0.36] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xp22.12,X,19285564,MAP3K15,ADGRG2 - PDHA1,ENSG00000173698,ENSG00000131828,,162927,58329,rs9988321-?,rs9988321,0,9988321,intergenic_variant,1,NR,6.00E-06,5.22184875,(3-hydroxyphenylacetic acid),2.630142,[1.49-3.77] unit decrease,Affymetrix [at least 2500000] (imputed),N
1/9/20,23823483,Rhee EP,7/2/13,Cell Metab,www.ncbi.nlm.nih.gov/pubmed/23823483,A genome-wide association study of the human metabolome in a community-based cohort.,Metabolite levels,"2,076 European ancestry individuals",NA,Xq21.31,X,92652428,NAP1L3,PCDH11X - AL121871.1,ENSG00000102290,ENSG00000225912,,29198,24091,rs7888033-?,rs7888033,0,7888033,intergenic_variant,1,NR,2.00E-06,5.698970004,(adenosine diphosphate),0.8110752,[0.48-1.14] unit decrease,Affymetrix [at least 2500000] (imputed),N
9/25/12,22829776,Coviello AD,7/19/12,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/22829776,A genome-wide association meta-analysis of circulating sex hormone-binding globulin reveals multiple Loci implicated in sex steroid hormone regulation.,Sex hormone-binding globulin levels,"21,791 European ancestry individuals","8,175 European ancestry individuals",Xq23,X,110576840,TDGF3,AC000113.1 - AL512882.1,ENSG00000287685,ENSG00000228042,,52520,60001,rs1573036-T,rs1573036,0,1573036,intergenic_variant,1,0.031,3.00E-16,15.52287875,(Men),0.035,[0.027-0.043] umol/L increase,"Affymetrix, Illumina [2543887] (imputed)",N
9/25/12,22829776,Coviello AD,7/19/12,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/22829776,A genome-wide association meta-analysis of circulating sex hormone-binding globulin reveals multiple Loci implicated in sex steroid hormone regulation.,Sex hormone-binding globulin levels,"21,791 European ancestry individuals","8,175 European ancestry individuals",Xq23,X,110576840,TDGF3,AC000113.1 - AL512882.1,ENSG00000287685,ENSG00000228042,,52520,60001,rs1573036-T,rs1573036,0,1573036,intergenic_variant,1,0.031,4.00E-14,13.39794001,(Men + Women),0.028,[0.021-0.035] umol/L increase,"Affymetrix, Illumina [2543887] (imputed)",N
1/23/13,23143602,Whitcomb DC,11/11/12,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/23143602,Common genetic variants in the CLDN2 and PRSS1-PRSS2 loci alter risk for alcohol-related and sporadic pancreatitis.,Pancreatitis,"676 European ancestry cases, 4,507 European ancestry controls","910 European ancestry cases, 4,170 European ancestry controls",Xq22.3,X,107001537,"CLDN2, MORC4, RIPPLY1, TBC1D8B",MORC4 - EEF1A1P40,ENSG00000133131,ENSG00000231144,,1325,30711,rs12688220-T,rs12688220,0,12688220,intergenic_variant,1,0.261,2.00E-22,21.69897,,1.385,[1.28-1.49],Illumina [625739],N
1/23/13,23143602,Whitcomb DC,11/11/12,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/23143602,Common genetic variants in the CLDN2 and PRSS1-PRSS2 loci alter risk for alcohol-related and sporadic pancreatitis.,Pancreatitis,"676 European ancestry cases, 4,507 European ancestry controls","910 European ancestry cases, 4,170 European ancestry controls",Xq22.3,X,106250703,NR,PWWP3B - AL133271.1,ENSG00000157502,ENSG00000256709,,41747,76831,rs379742-T,rs379742,0,379742,intergenic_variant,1,0.2,6.00E-07,6.22184875,,1.203,[1.10-1.30],Illumina [625739],N
6/28/13,23446634,Chen Z,2/26/13,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/23446634,Genome-wide association analysis of red blood cell traits in African Americans: the COGENT Network.,Red blood cell traits,"Up to 16,485 African American individuals","9,692 African American individuals, 21,020 European ancestry individuals, 14,088 Japanese ancestry individuals",Xq28,X,154536448,"TKTL1, G6PD, MECP2, MPP1",G6PD,,,ENSG00000160211,,,rs762516-T,rs762516,0,762516,intron_variant,0,0.148,2.00E-16,15.69897,"(Ht, AA)",0.452,[0.34-0.56] % decrease,"Affymetrix, Illumina [NR]",N
6/28/13,23446634,Chen Z,2/26/13,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/23446634,Genome-wide association analysis of red blood cell traits in African Americans: the COGENT Network.,Red blood cell traits,"Up to 16,485 African American individuals","9,692 African American individuals, 21,020 European ancestry individuals, 14,088 Japanese ancestry individuals",Xq28,X,154536448,"TKTL1, G6PD, MECP2, MPP1",G6PD,,,ENSG00000160211,,,rs762516-T,rs762516,0,762516,intron_variant,0,0.146,4.00E-18,17.39794001,"(Hgb, AA)",0.1614,[0.12-0.2] g/dL decrease,"Affymetrix, Illumina [NR]",N
6/28/13,23446634,Chen Z,2/26/13,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/23446634,Genome-wide association analysis of red blood cell traits in African Americans: the COGENT Network.,Red blood cell traits,"Up to 16,485 African American individuals","9,692 African American individuals, 21,020 European ancestry individuals, 14,088 Japanese ancestry individuals",Xq28,X,154536448,"F8, FAM3A, G6PD, MPP1",G6PD,,,ENSG00000160211,,,rs762516-T,rs762516,0,762516,intron_variant,0,0.137,4.00E-14,13.39794001,"(MCV, AA)",1.5768,[1.17-1.99] fL increase,"Affymetrix, Illumina [NR]",N
6/28/13,23446634,Chen Z,2/26/13,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/23446634,Genome-wide association analysis of red blood cell traits in African Americans: the COGENT Network.,Red blood cell traits,"Up to 16,485 African American individuals","9,692 African American individuals, 21,020 European ancestry individuals, 14,088 Japanese ancestry individuals",Xq28,X,154536002,"F8, CTAG2, G6PD, MECP2, MPP1",G6PD,,,ENSG00000160211,,,rs1050828-T,rs1050828,0,1050828,missense_variant,0,0.108,4.00E-19,18.39794001,"(RBC, AA)",0.108,"[0.0063-0.2097] x10^6/uL, decrease","Affymetrix, Illumina [NR]",N
6/28/13,23446634,Chen Z,2/26/13,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/23446634,Genome-wide association analysis of red blood cell traits in African Americans: the COGENT Network.,Red blood cell traits,"Up to 16,485 African American individuals","9,692 African American individuals, 21,020 European ancestry individuals, 14,088 Japanese ancestry individuals",Xq28,X,154536002,G6PD,G6PD,,,ENSG00000160211,,,rs1050828-T,rs1050828,0,1050828,missense_variant,0,0.116,2.00E-11,10.69897,"(RDW, AA)",0.0326,[0.023-0.042] % decrease,"Affymetrix, Illumina [NR]",N
