DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV,MAPPED_TRAIT,MAPPED_TRAIT_URI,STUDY ACCESSION,GENOTYPING TECHNOLOGY
7/17/19,28552196,Tachmazidou I,6/1/17,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/28552196,Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.,Hip circumference adjusted for BMI,"1,247 whole genome sequenced European ancestry individuals, 3,052 whole genome sequenced individuals, 29,518 European ancestry individuals, 400 Carlantino (founder/genetic isolate) individuals, 831 Friuli Venezia Giulia (founder/genetic isolate) individuals, 998 Mylopotamos (founder/genetic isolate) individuals, 871 Pomak (founder/genetic isolate) individuals","205,905 European ancestry individuals",Xp22.2,X,15898070,RNU5F-7P,AP1S2 - RNU5F-7P,ENSG00000182287,ENSG00000200566,,43139,18119,rs780138897-T,rs780138897,0,780138897,intergenic_variant,1,0.0017,7.00E-06,5.15490196,,1.1085,[0.62-1.59] unit decrease,"Affymetrix, Illumina, Perlegen [15844966] (imputed)",N,BMI-adjusted hip circumference,http://www.ebi.ac.uk/efo/EFO_0008039,GCST008156,Genome-wide genotyping array
12/1/17,28928442,Tian C,9/19/17,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28928442,Genome-wide association and HLA region fine-mapping studies identify susceptibility loci for multiple common infections.,Chronic sinus infection,"5,291 European ancestry cases, 79,622 European ancestry controls",NA,Xp22.13,X,19189260,NR,ADGRG2 - PDHA1,ENSG00000173698,ENSG00000131828,,66623,154633,rs192490304-?,rs192490304,0,192490304,intergenic_variant,1,NR,1.00E-06,6,,0.4448,[0.28-0.61] unit decrease,Illumina [at least 560000] (imputed),N,susceptibility to chronic sinus infection measurement,http://www.ebi.ac.uk/efo/EFO_0008419,GCST005021,Genome-wide genotyping array
7/17/19,28552196,Tachmazidou I,6/1/17,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/28552196,Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.,Weight,"1,249 whole genome sequenced European ancestry individuals, 3,559 whole genome sequenced individuals, 46,819 European ancestry individuals, 472 Carlantino (founder/genetic isolate) individuals, 1,172 Friuli Venezia Giulia (founder/genetic isolate) individuals, 1,051 Mylopotamos (founder/genetic isolate) individuals, 942 Pomak (founder/genetic isolate) individuals, 1,779 Val Borbera (founder/genetic isolate) individuals","179,022 European ancestry individuals",Xq21.1,X,78559631,UBE2V1P7,UBE2V1P7 - RTL3,ENSG00000235061,ENSG00000179300,,4880,96437,rs773167497-T,rs773167497,0,773167497,regulatory_region_variant,1,0.9981,6.00E-06,5.22184875,,0.8453,[0.48-1.21] unit increase,"Affymetrix, Illumina, Perlegen [15844966] (imputed)",N,body weight,http://www.ebi.ac.uk/efo/EFO_0004338,GCST008152,Genome-wide genotyping array
7/17/19,28552196,Tachmazidou I,6/1/17,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/28552196,Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.,Weight,"1,249 whole genome sequenced European ancestry individuals, 3,559 whole genome sequenced individuals, 46,819 European ancestry individuals, 472 Carlantino (founder/genetic isolate) individuals, 1,172 Friuli Venezia Giulia (founder/genetic isolate) individuals, 1,051 Mylopotamos (founder/genetic isolate) individuals, 942 Pomak (founder/genetic isolate) individuals, 1,779 Val Borbera (founder/genetic isolate) individuals","179,022 European ancestry individuals",Xq13.3,X,74703349,RNU6-330P,RNU6-330P - NEXMIF,ENSG00000199885,ENSG00000050030,,23190,29507,rs138782081-T,rs138782081,0,138782081,intergenic_variant,1,0.9978,4.00E-06,5.397940009,,1.0926,[0.63-1.56] unit decrease,"Affymetrix, Illumina, Perlegen [15844966] (imputed)",N,body weight,http://www.ebi.ac.uk/efo/EFO_0004338,GCST008152,Genome-wide genotyping array
7/12/17,28441456,Lee MK,4/25/17,PLoS One,www.ncbi.nlm.nih.gov/pubmed/28441456,Genome-wide association study of facial morphology reveals novel associations with FREM1 and PARK2.,"Facial morphology (factor 21, depth of nasal alae)","2,187 European ancestry individuals",NA,Xq21.1,X,84372526,NR,HDX,,,ENSG00000165259,,,rs145565439-T,rs145565439,0,145565439,intron_variant,0,0.01274,4.00E-06,5.397940009,,0.5166,[0.3-0.74] unit decrease,Illumina [10677593] (imputed),N,nose morphology measurement,http://www.ebi.ac.uk/efo/EFO_0007843,GCST004325,Genome-wide genotyping array
7/17/19,28552196,Tachmazidou I,6/1/17,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/28552196,Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.,Waist-hip ratio,"1,254 whole genome sequenced European ancestry individuals, 3,071 whole genome sequenced individuals, 29,723 European ancestry individuals, 388 Carlantino (founder/genetic isolate) individuals, 791 Friuli Venezia Giulia (founder/genetic isolate) individuals, 1,053 Mylopotamos (founder/genetic isolate) individuals, 879 Pomak (founder/genetic isolate) individuals","206,053 European ancestry individuals",Xq25,X,126315280,DCAF12L2,DCAF12L2 - MTCO1P53,ENSG00000198354,ENSG00000230916,,148991,156425,rs775032516-A,rs775032516,0,775032516,intergenic_variant,1,0.0022,6.00E-06,5.22184875,,1.142,[0.65-1.64] unit increase,"Affymetrix, Illumina, Perlegen [15844966] (imputed)",N,waist-hip ratio,http://www.ebi.ac.uk/efo/EFO_0004343,GCST008155,Genome-wide genotyping array
8/13/18,26148204,Wanga V,9/1/15,Pharmacogenet Genomics,www.ncbi.nlm.nih.gov/pubmed/26148204,Genomewide association study of tenofovir pharmacokinetics and creatinine clearance in AIDS Clinical Trials Group protocol A5202.,Time-dependent creatinine clearance change response to tenofovir treatment in HIV infection (time and treatment arm interaction),"243 European American ancestry tenofovir-treated cases, 149 African American tenofovir-treated cases, 100 Hispanic American tenofovir-treated cases, 9 unknown ancestry tenofovir-treated cases, 243 European American ancestry abacavir-treated cases, 189 African American abacavir-treated cases, 102 Hispanic American abacavir-treated cases, 14 unknown ancestry abacavir-treated cases.",NA,Xq23,X,112671016,NR,LHFPL1,,,ENSG00000182508,,,rs7064462-?,rs7064462,0,7064462,synonymous_variant,0,,5.00E-06,5.301029996,(Hispanic),,,Illumina [~ 5140000] (imputed),N,"response to tenofovir, HIV infection, creatinine clearance measurement","http://www.ebi.ac.uk/efo/EFO_0009279, http://www.ebi.ac.uk/efo/EFO_0000764, http://www.ebi.ac.uk/efo/EFO_0007934",GCST006069,Genome-wide genotyping array
7/17/19,28552196,Tachmazidou I,6/1/17,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/28552196,Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.,Hip circumference adjusted for BMI,"1,247 whole genome sequenced European ancestry individuals, 3,052 whole genome sequenced individuals, 29,518 European ancestry individuals, 400 Carlantino (founder/genetic isolate) individuals, 831 Friuli Venezia Giulia (founder/genetic isolate) individuals, 998 Mylopotamos (founder/genetic isolate) individuals, 871 Pomak (founder/genetic isolate) individuals","205,905 European ancestry individuals",Xp22.2,X,14929148,MOSPD2,MOSPD2 - TPT1P14,ENSG00000130150,ENSG00000235929,,6821,48811,rs749624882-A,rs749624882,0,749624882,intergenic_variant,1,0.9987,2.00E-06,5.698970004,,1.4418,[0.84-2.04] unit increase,"Affymetrix, Illumina, Perlegen [15844966] (imputed)",N,BMI-adjusted hip circumference,http://www.ebi.ac.uk/efo/EFO_0008039,GCST008156,Genome-wide genotyping array
7/17/19,28552196,Tachmazidou I,6/1/17,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/28552196,Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.,Hip circumference adjusted for BMI,"1,247 whole genome sequenced European ancestry individuals, 3,052 whole genome sequenced individuals, 29,518 European ancestry individuals, 400 Carlantino (founder/genetic isolate) individuals, 831 Friuli Venezia Giulia (founder/genetic isolate) individuals, 998 Mylopotamos (founder/genetic isolate) individuals, 871 Pomak (founder/genetic isolate) individuals","205,905 European ancestry individuals",Xp22.2,X,12849058,MRPL35P4,MRPL35P4 - TLR7,ENSG00000230691,ENSG00000196664,,3628,18014,rs769725944-A,rs769725944,0,769725944,intergenic_variant,1,0.0036,2.00E-06,5.698970004,,0.6829,[0.4-0.97] unit increase,"Affymetrix, Illumina, Perlegen [15844966] (imputed)",N,BMI-adjusted hip circumference,http://www.ebi.ac.uk/efo/EFO_0008039,GCST008156,Genome-wide genotyping array
10/9/17,28199695,Jones AV,4/1/17,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/28199695,"GWAS of self-reported mosquito bite size, itch intensity and attractiveness to mosquitoes implicates immune-related predisposition loci.",Itch intensity from mosquito bite adjusted by bite size,"41,355 European ancestry men and 43,369 European ancestry women",NA,Xq12,X,66849364,Intergenic,RNU6-394P - AL049641.1,ENSG00000222667,ENSG00000226280,,173000,524209,rs5964573-T,rs5964573,0,5964573,intergenic_variant,1,NR,8.00E-06,5.096910013,,0.0165065,[0.0093-0.0237] unit increase,Illumina [13520550] (imputed),N,"mosquito bite reaction itch intensity measurement, mosquito bite reaction size measurement","http://www.ebi.ac.uk/efo/EFO_0008377, http://www.ebi.ac.uk/efo/EFO_0008378",GCST004862,Genome-wide genotyping array
12/1/17,28928442,Tian C,9/19/17,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28928442,Genome-wide association and HLA region fine-mapping studies identify susceptibility loci for multiple common infections.,Chronic sinus infection,"5,291 European ancestry cases, 79,622 European ancestry controls",NA,Xp22.12,X,19435396,NR,MAP3K15,,,ENSG00000180815,,,rs139945247-?,rs139945247,0,139945247,intron_variant,0,NR,9.00E-06,5.045757491,,0.3423,[0.2-0.48] unit decrease,Illumina [at least 560000] (imputed),N,susceptibility to chronic sinus infection measurement,http://www.ebi.ac.uk/efo/EFO_0008419,GCST005021,Genome-wide genotyping array
8/13/18,26148204,Wanga V,9/1/15,Pharmacogenet Genomics,www.ncbi.nlm.nih.gov/pubmed/26148204,Genomewide association study of tenofovir pharmacokinetics and creatinine clearance in AIDS Clinical Trials Group protocol A5202.,Time-dependent creatinine clearance change response to tenofovir treatment in HIV infection (time and treatment arm interaction),"243 European American ancestry tenofovir-treated cases, 149 African American tenofovir-treated cases, 100 Hispanic American tenofovir-treated cases, 9 unknown ancestry tenofovir-treated cases, 243 European American ancestry abacavir-treated cases, 189 African American abacavir-treated cases, 102 Hispanic American abacavir-treated cases, 14 unknown ancestry abacavir-treated cases.",NA,Xq23,X,115373069,NR,LUZP4 - AC239600.2,ENSG00000102021,ENSG00000274374,,65506,50995,rs10521695-?,rs10521695,0,10521695,intergenic_variant,1,,8.00E-06,5.096910013,(African),,,Illumina [~ 5140000] (imputed),N,"response to tenofovir, HIV infection, creatinine clearance measurement","http://www.ebi.ac.uk/efo/EFO_0009279, http://www.ebi.ac.uk/efo/EFO_0000764, http://www.ebi.ac.uk/efo/EFO_0007934",GCST006069,Genome-wide genotyping array
7/11/17,28441456,Lee MK,4/25/17,PLoS One,www.ncbi.nlm.nih.gov/pubmed/28441456,Genome-wide association study of facial morphology reveals novel associations with FREM1 and PARK2.,"Facial morphology (factor 13, vertical position of alar curvature relative to upper lip)","2,187 European ancestry individuals",NA,Xq27.3,X,144191136,NR,UBE2NL - AC234064.1,ENSG00000276380,ENSG00000224630,,305881,117698,rs190597399-A,rs190597399,0,190597399,intergenic_variant,1,0.02271,4.00E-06,5.397940009,,0.4133,[0.24-0.59] unit decrease,Illumina [10677593] (imputed),N,"nose morphology measurement, mouth morphology measurement","http://www.ebi.ac.uk/efo/EFO_0007843, http://www.ebi.ac.uk/efo/EFO_0007955",GCST004317,Genome-wide genotyping array
7/17/19,28552196,Tachmazidou I,6/1/17,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/28552196,Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.,Trunk fat mass,"3,399 whole genome sequenced individuals, 12,838 European ancestry individuals","10,667 European ancestry individuals",Xq24,X,118432677,WDR44,WDR44,,,ENSG00000131725,,,rs142268441-T,rs142268441,0,142268441,intron_variant,0,0.9663,5.00E-06,5.301029996,,0.4126,[0.24-0.59] unit decrease,"Affymetrix, Illumina, Perlegen [15844966] (imputed)",N,fat body mass,http://www.ebi.ac.uk/efo/EFO_0005409,GCST008154,Genome-wide genotyping array
7/17/19,28552196,Tachmazidou I,6/1/17,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/28552196,Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.,Trunk fat mass,"3,399 whole genome sequenced individuals, 12,838 European ancestry individuals","10,667 European ancestry individuals",Xp22.32,X,4535100,AC108683.1,BX890604.1 - AC074035.1,ENSG00000225722,ENSG00000236513,,581539,92100,rs190502389-C,rs190502389,0,190502389,intergenic_variant,1,0.0037,7.00E-06,5.15490196,,0.6659,[0.38-0.96] unit increase,"Affymetrix, Illumina, Perlegen [15844966] (imputed)",N,fat body mass,http://www.ebi.ac.uk/efo/EFO_0005409,GCST008154,Genome-wide genotyping array
7/17/19,28552196,Tachmazidou I,6/1/17,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/28552196,Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.,Hip circumference adjusted for BMI,"1,247 whole genome sequenced European ancestry individuals, 3,052 whole genome sequenced individuals, 29,518 European ancestry individuals, 400 Carlantino (founder/genetic isolate) individuals, 831 Friuli Venezia Giulia (founder/genetic isolate) individuals, 998 Mylopotamos (founder/genetic isolate) individuals, 871 Pomak (founder/genetic isolate) individuals","205,905 European ancestry individuals",Xq11.1,X,62580370,RP11-3D23.1,KRT8P17 - BX322784.1,ENSG00000235124,ENSG00000236852,,4594237,198880,rs768186064-T,rs768186064,0,768186064,intergenic_variant,1,0.0017,6.00E-06,5.22184875,,1.3236,[0.75-1.9] unit decrease,"Affymetrix, Illumina, Perlegen [15844966] (imputed)",N,BMI-adjusted hip circumference,http://www.ebi.ac.uk/efo/EFO_0008039,GCST008156,Genome-wide genotyping array
10/9/17,28199695,Jones AV,4/1/17,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/28199695,"GWAS of self-reported mosquito bite size, itch intensity and attractiveness to mosquitoes implicates immune-related predisposition loci.",Itch intensity from mosquito bite adjusted by bite size,"41,355 European ancestry men and 43,369 European ancestry women",NA,Xp21.1,X,32555986,DMD,DMD,,,ENSG00000198947,,,rs145835909-G,rs145835909,0,145835909,intron_variant,0,NR,5.00E-06,5.301029996,(men),0.168055,[0.096-0.24] unit increase,Illumina [13520550] (imputed),N,"mosquito bite reaction itch intensity measurement, mosquito bite reaction size measurement","http://www.ebi.ac.uk/efo/EFO_0008377, http://www.ebi.ac.uk/efo/EFO_0008378",GCST004862,Genome-wide genotyping array
10/9/17,28199695,Jones AV,4/1/17,Hum Mol Genet,www.ncbi.nlm.nih.gov/pubmed/28199695,"GWAS of self-reported mosquito bite size, itch intensity and attractiveness to mosquitoes implicates immune-related predisposition loci.",Itch intensity from mosquito bite adjusted by bite size,"69,057 European ancestry individuals without immune related conditions",NA,Xp21.3,X,28813035,IL1RAPL1,IL1RAPL1,,,ENSG00000169306,,,rs6630771-G,rs6630771,0,6630771,intron_variant,0,NR,6.00E-06,5.22184875,,0.0128885,[0.0073-0.0185] unit decrease,Illumina [13519193] (imputed),N,"mosquito bite reaction itch intensity measurement, mosquito bite reaction size measurement","http://www.ebi.ac.uk/efo/EFO_0008377, http://www.ebi.ac.uk/efo/EFO_0008378",GCST004865,Genome-wide genotyping array
10/23/17,28877031,Zhang G,9/7/17,N Engl J Med,www.ncbi.nlm.nih.gov/pubmed/28877031,Genetic Associations with Gestational Duration and Spontaneous Preterm Birth.,Preterm birth (maternal effect),"3,331 European ancestry preterm birth mothers, 40,236 European ancestry term birth mothers","2,565 European ancestry preterm birth mothers, 6,034 European ancestry term birth mothers",Xq23,X,116033029,"AGTR2, PLS3",RN7SL712P - AKR1B1P8,ENSG00000266828,ENSG00000231371,,40256,10454,rs201386833-?,rs201386833,1,35077725,intergenic_variant,1,0.41,1.00E-11,11,,1.15,[NR],Illumina [15635593] (imputed),N,"premature birth, parental genotype effect measurement","http://www.ebi.ac.uk/efo/EFO_0003917, http://www.ebi.ac.uk/efo/EFO_0005939",GCST004898,Genome-wide genotyping array
10/23/17,28877031,Zhang G,9/7/17,N Engl J Med,www.ncbi.nlm.nih.gov/pubmed/28877031,Genetic Associations with Gestational Duration and Spontaneous Preterm Birth.,Gestational age at birth (maternal effect),"43,568 European ancestry mothers","8,643 European ancestry mothers",Xq23,X,116033520,"AGTR2, PLS3",RN7SL712P - AKR1B1P8,ENSG00000266828,ENSG00000231371,,40747,9963,rs201226733-?,rs201226733,0,201226733,intergenic_variant,1,0.422,7.00E-16,15.15490196,,0.82,[NR] unit decrease,Illumina [15635593] (imputed),N,"gestational age, parental genotype effect measurement","http://www.ebi.ac.uk/efo/EFO_0005112, http://www.ebi.ac.uk/efo/EFO_0005939",GCST004899,Genome-wide genotyping array
10/23/17,28877031,Zhang G,9/7/17,N Engl J Med,www.ncbi.nlm.nih.gov/pubmed/28877031,Genetic Associations with Gestational Duration and Spontaneous Preterm Birth.,Gestational age at birth (maternal effect),"43,568 European ancestry mothers","8,643 European ancestry mothers",Xq26.2,X,132166544,"RAP2C, FRMD7, STK26",AL049792.1 - RAP2C,ENSG00000228819,ENSG00000123728,,35192,36480,rs200879388-?,rs200879388,0,200879388,intergenic_variant,1,0.351,3.00E-09,8.522878745,,0.662,[NR] unit decrease,Illumina [15635593] (imputed),N,"gestational age, parental genotype effect measurement","http://www.ebi.ac.uk/efo/EFO_0005112, http://www.ebi.ac.uk/efo/EFO_0005939",GCST004899,Genome-wide genotyping array
7/12/17,28441456,Lee MK,4/25/17,PLoS One,www.ncbi.nlm.nih.gov/pubmed/28441456,Genome-wide association study of facial morphology reveals novel associations with FREM1 and PARK2.,Facial morphology (factor 22),"2,187 European ancestry individuals",NA,Xp11.3,X,44491097,FUNDC1,FDPSP5 - FUNDC1,ENSG00000215035,ENSG00000069509,,13675,32542,rs138440928-A,rs138440928,0,138440928,intergenic_variant,1,0.01104,2.00E-08,7.698970004,,0.6502,[0.42-0.88] unit increase,Illumina [10677593] (imputed),N,facial morphology measurement,http://www.ebi.ac.uk/efo/EFO_0007841,GCST004326,Genome-wide genotyping array
7/17/19,28552196,Tachmazidou I,6/1/17,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/28552196,Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.,Lean body mass,"3,399 whole genome sequenced individuals, 11,801 European ancestry individuals","10,676 European ancestry individuals",Xq22.1,X,100764930,SYTL4,SYTL4 - PPIAP89,ENSG00000102362,ENSG00000223819,,32807,35373,rs775327225-T,rs775327225,0,775327225,intergenic_variant,1,0.9986,1.00E-06,6,,1.3463,[0.8-1.89] unit decrease,"Affymetrix, Illumina, Perlegen [15844966] (imputed)",N,lean body mass,http://www.ebi.ac.uk/efo/EFO_0004995,GCST008153,Genome-wide genotyping array
12/1/17,28928442,Tian C,9/19/17,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/28928442,Genome-wide association and HLA region fine-mapping studies identify susceptibility loci for multiple common infections.,Childhood ear infection,"46,936 European ancestry cases, 74,874 European ancestry controls",NA,Xq21.2,X,86603182,NR,DACH2,,,ENSG00000126733,,,rs183992155-?,rs183992155,0,183992155,intron_variant,0,NR,4.00E-07,6.397940009,,1.3168,[0.69-1.95] unit decrease,Illumina [at least 560000] (imputed),N,susceptibility to childhood ear infection measurement,http://www.ebi.ac.uk/efo/EFO_0007904,GCST005013,Genome-wide genotyping array
